critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
0.9978036284446716,0.00454691844061017,0.17761333286762238,-0.10313930362462997,1.4483885765075684,1.2553139925003052,1.026530146598816,0.22878384590148926,0.4909480810165405,0
0.5737828016281128,-42.25799560546875,0.24489378929138184,-57.841163635253906,0.49669522047042847,41.93804931640625,0.24812451004981995,41.68992614746094,0.3884313702583313,20000
0.22220087051391602,-28.216323852539062,13.932380676269531,-48.04524230957031,0.4276984930038452,27.828271865844727,0.34514015913009644,27.483131408691406,0.48309510946273804,40000
0.30610987544059753,-39.374027252197266,9.420316696166992,-57.600982666015625,0.47678229212760925,39.127193450927734,0.26257097721099854,38.8646240234375,0.4189193546772003,60000
0.37789830565452576,-40.70918273925781,0.08208894729614258,-70.95736694335938,0.384243369102478,40.335121154785156,0.28352832794189453,40.05159378051758,0.3959376811981201,80000
0.19251488149166107,-48.05282974243164,-0.10812878608703613,-78.70729064941406,0.3894343972206116,47.860008239746094,0.20836420357227325,47.65164566040039,0.3279475271701813,100000
0.21875470876693726,-56.219017028808594,-0.32758665084838867,-82.83154296875,0.4996815025806427,56.03233337402344,0.19359195232391357,55.838741302490234,0.3255821168422699,120000
0.17979811131954193,-60.57032012939453,-0.021001338958740234,-84.33613586425781,0.3630700707435608,60.423194885253906,0.18570476770401,60.237491607666016,0.30541369318962097,140000
0.1817835569381714,-61.368003845214844,0.06296217441558838,-87.18401336669922,0.4579432010650635,61.164581298828125,0.1951306015253067,60.969451904296875,0.30515676736831665,160000
0.1570410281419754,-60.91443634033203,-0.06842184066772461,-88.62275695800781,0.37545791268348694,60.802947998046875,0.19371134042739868,60.60923767089844,0.30551978945732117,180000
0.20339113473892212,-61.63599395751953,-0.1790330410003662,-90.3804931640625,0.3878587484359741,61.483463287353516,0.16754594445228577,61.31591796875,0.2778875529766083,200000
