critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
1.0052902698516846,0.02879650704562664,0.14688032865524292,-0.13851997256278992,1.49074125289917,0.7403915524482727,0.5237402319908142,0.2166513055562973,0.49834373593330383,0
1.0309332609176636,-37.89030075073242,-0.24171161651611328,-40.37564468383789,0.6351657509803772,37.804359436035156,0.1059960350394249,37.6983642578125,0.4216596484184265,10000
1.0570333003997803,-44.20604705810547,-0.3749046325683594,-63.90296173095703,0.6027033925056458,43.64823532104492,0.28705155849456787,43.361183166503906,0.5080246925354004,20000
0.4910455346107483,-41.54616928100586,-2.738556385040283,-75.28007507324219,0.5289109945297241,41.210880279541016,0.2955225110054016,40.91535949707031,0.5027563571929932,30000
0.3729970455169678,-45.30378723144531,-1.8558642864227295,-80.95269775390625,0.5352915525436401,45.0998420715332,0.2698003649711609,44.830039978027344,0.45936882495880127,40000
0.4566398859024048,-44.51519012451172,-4.816318988800049,-82.28714752197266,0.5309537649154663,44.232643127441406,0.2715775668621063,43.96106719970703,0.4768863320350647,50000
0.46928921341896057,-41.48554611206055,0.7953729629516602,-79.06675720214844,0.5118880867958069,41.317962646484375,0.30093249678611755,41.01702880859375,0.4961552023887634,60000
0.38043278455734253,-42.45261001586914,0.050104379653930664,-68.1627197265625,0.5184711217880249,42.162940979003906,0.26284104585647583,41.90010070800781,0.4395184814929962,70000
0.5351816415786743,-42.5338249206543,-0.10573482513427734,-75.64192199707031,0.4872029721736908,42.290504455566406,0.2864188253879547,42.004085540771484,0.46031665802001953,80000
0.3576790690422058,-41.959197998046875,0.4007982015609741,-79.03569030761719,0.5362842679023743,41.703147888183594,0.27696096897125244,41.426185607910156,0.45207709074020386,90000
0.4356297552585602,-43.1259765625,0.8880449533462524,-71.19879913330078,0.4889402985572815,42.85465621948242,0.28389036655426025,42.57076644897461,0.45967233180999756,100000
0.35902315378189087,-43.682640075683594,0.3877296447753906,-71.91908264160156,0.5735663175582886,43.44596481323242,0.2944365441799164,43.151527404785156,0.43873605132102966,110000
0.3363667130470276,-45.70966339111328,-4.432734489440918,-77.359619140625,0.5131953954696655,45.46262741088867,0.29202091693878174,45.17060470581055,0.42822182178497314,120000
0.45794036984443665,-47.279544830322266,0.8842868804931641,-76.563232421875,0.46436938643455505,46.966739654541016,0.2583064138889313,46.70843505859375,0.42303550243377686,130000
0.3895151615142822,-46.37158203125,0.8220965266227722,-80.09709930419922,0.5035524964332581,46.2197151184082,0.2394309788942337,45.98028564453125,0.3906145691871643,140000
0.3195164203643799,-46.972476959228516,0.17759132385253906,-75.8895263671875,0.4735037088394165,46.674095153808594,0.25360995531082153,46.42048645019531,0.390656054019928,150000
0.6879959106445312,-46.458953857421875,-2.9751720428466797,-75.32777404785156,0.4791792631149292,46.25697708129883,0.26009252667427063,45.996883392333984,0.41999560594558716,160000
0.30873754620552063,-47.03479766845703,0.6494905948638916,-86.27549743652344,0.4907727837562561,46.87200164794922,0.2731933891773224,46.59880828857422,0.4205923080444336,170000
0.6567620038986206,-46.333290100097656,0.8038419485092163,-80.088623046875,0.44039833545684814,46.13996887207031,0.2529006004333496,45.88706970214844,0.38504281640052795,180000
0.545421302318573,-48.920814514160156,0.19192153215408325,-83.52114868164062,0.4318750202655792,48.636322021484375,0.2411910891532898,48.3951301574707,0.3826025724411011,190000
0.4321662187576294,-48.251182556152344,-0.03198599815368652,-90.14041900634766,0.4744066298007965,47.945762634277344,0.2576735317707062,47.688087463378906,0.39089396595954895,200000
0.556560754776001,-48.29492950439453,-0.26630210876464844,-77.06149291992188,0.5267132520675659,47.92665481567383,0.2756447196006775,47.65100860595703,0.43097245693206787,210000
0.38766202330589294,-47.17169189453125,0.49447154998779297,-88.80122375488281,0.48682528734207153,46.96601486206055,0.24120628833770752,46.72480773925781,0.3778158128261566,220000
0.32032501697540283,-51.22698974609375,0.7408514022827148,-84.58358764648438,0.5329598188400269,51.00584030151367,0.24200224876403809,50.76383972167969,0.40472114086151123,230000
0.3618582487106323,-50.89704513549805,-2.9736785888671875,-95.45652770996094,0.4950009286403656,50.60149383544922,0.2507960796356201,50.3506965637207,0.37651708722114563,240000
0.6315833330154419,-52.05369567871094,-0.5666885375976562,-84.10929870605469,0.49268096685409546,51.712791442871094,0.2379930466413498,51.47480010986328,0.39242029190063477,250000
0.4059307277202606,-49.73701477050781,1.0656633377075195,-85.77690124511719,0.5103358626365662,49.45469284057617,0.25891369581222534,49.195777893066406,0.40086331963539124,260000
0.3815717399120331,-48.25653839111328,0.545788049697876,-84.09455871582031,0.46057137846946716,48.11017990112305,0.2551075518131256,47.855072021484375,0.37491923570632935,270000
0.37792691588401794,-50.89019775390625,-0.7733240127563477,-99.56085205078125,0.43823307752609253,50.558536529541016,0.23727402091026306,50.32126235961914,0.36885035037994385,280000
0.29200372099876404,-50.14836883544922,-0.011892318725585938,-96.4978256225586,0.4746410846710205,49.721256256103516,0.23887522518634796,49.48237991333008,0.36901289224624634,290000
0.5142000913619995,-51.33761978149414,-0.47417354583740234,-84.1739273071289,0.488259494304657,51.10939025878906,0.22636303305625916,50.883026123046875,0.3694044351577759,300000
0.33015599846839905,-52.19964599609375,-8.288795471191406,-86.45901489257812,0.4539404511451721,52.023895263671875,0.2217792570590973,51.80211639404297,0.3294490575790405,310000
0.3691217005252838,-50.384830474853516,0.2841196060180664,-87.75657653808594,0.5049737691879272,50.15702819824219,0.21324315667152405,49.94378662109375,0.3422715663909912,320000
0.3310375511646271,-52.137176513671875,-0.46046924591064453,-87.82119750976562,0.4584401547908783,52.00796127319336,0.24101735651493073,51.766944885253906,0.35084211826324463,330000
0.8034920692443848,-53.03606414794922,1.0778106451034546,-100.19577026367188,0.4713529944419861,52.80350112915039,0.2260863333940506,52.577415466308594,0.3670840263366699,340000
0.3779759109020233,-52.52974319458008,1.0796499252319336,-88.1470718383789,0.477262943983078,52.3074836730957,0.225917786359787,52.081565856933594,0.3541955053806305,350000
0.4282423257827759,-52.49130630493164,0.29227328300476074,-81.06398010253906,0.4856710433959961,52.24836730957031,0.22124320268630981,52.027122497558594,0.35917025804519653,360000
0.37146708369255066,-53.71165466308594,0.1468958854675293,-100.08149719238281,0.4823334217071533,53.611289978027344,0.24246563017368317,53.36882400512695,0.3783401846885681,370000
0.34792983531951904,-54.337764739990234,-2.3917245864868164,-90.63055419921875,0.4549211263656616,54.198551177978516,0.22561979293823242,53.972930908203125,0.3305695950984955,380000
0.3374442160129547,-52.94074630737305,0.40488386154174805,-101.40260314941406,0.4453277885913849,52.67362976074219,0.215218186378479,52.458412170410156,0.3427303731441498,390000
1.1110483407974243,-53.81109619140625,0.14173269271850586,-93.45862579345703,0.4962993860244751,53.622802734375,0.22488807141780853,53.39791488647461,0.3521713614463806,400000
0.3469562530517578,-55.722904205322266,-1.3672218322753906,-91.41484832763672,0.46298515796661377,55.525814056396484,0.22438360750675201,55.301429748535156,0.35951489210128784,410000
0.33050328493118286,-53.91007995605469,0.2761133909225464,-89.06124877929688,0.4959254264831543,53.65854263305664,0.21772260963916779,53.440818786621094,0.35627180337905884,420000
0.6369074583053589,-55.71991729736328,-0.04851651191711426,-95.13152313232422,0.45838162302970886,55.569908142089844,0.23188649117946625,55.33802032470703,0.35491716861724854,430000
0.44762611389160156,-54.906917572021484,0.5343279838562012,-96.15432739257812,0.4221908152103424,54.68739318847656,0.2139025181531906,54.47349166870117,0.337889701128006,440000
0.39259445667266846,-55.686771392822266,0.165244460105896,-96.26597595214844,0.4818301200866699,55.402408599853516,0.23180532455444336,55.17060470581055,0.36413949728012085,450000
