
========================================================================================
Experiment: LunarLander-v2_lunar_smoke2_sd1_20260225_153210
Logged at: 2026-02-25T15:32:20
Config: {"baseline_gradient_steps": 5, "baseline_learning_rate": 0.005, "batch_size": 200, "discount": 0.99, "env_name": "LunarLander-v2", "ep_len": 200, "eval_batch_size": 200, "exp_name": "lunar_smoke2", "gae_lambda": 0.95, "layer_size": 64, "learning_rate": 0.001, "logs_txt_name": null, "n_iter": 1, "n_layers": 2, "no_gpu": true, "normalize_advantages": false, "save_dir": "/Users/sreeramranga/Documents/GitHub/cs185-hw-sp26/hw2/exp/LunarLander-v2_lunar_smoke2_sd1_20260225_153210", "scalar_log_freq": 1, "seed": 1, "use_baseline": true, "use_reward_to_go": true, "video_log_freq": -1, "which_gpu": 0}
----------------------------------------------------------------------------------------
Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-228.95154,102.98905,-83.572975,-309.31696,87.33333333333333,-288.73538,23.734982,-256.05093,-311.69714,88.0,-69.66551208496094,26044.087890625,264,0.1678330898284912,-288.73538,0
========================================================================================

========================================================================================
Experiment: LunarLander-v2_lunar_lander_lambda0_sd1_20260225_153408
Logged at: 2026-02-25T15:41:09
Config: {"baseline_gradient_steps": 5, "baseline_learning_rate": 0.005, "batch_size": 2000, "discount": 0.99, "env_name": "LunarLander-v2", "ep_len": 1000, "eval_batch_size": 2000, "exp_name": "lunar_lander_lambda0", "gae_lambda": 0.0, "layer_size": 128, "learning_rate": 0.001, "logs_txt_name": null, "n_iter": 200, "n_layers": 3, "no_gpu": false, "normalize_advantages": false, "save_dir": "/Users/sreeramranga/Documents/GitHub/cs185-hw-sp26/hw2/exp/LunarLander-v2_lunar_lander_lambda0_sd1_20260225_153408", "scalar_log_freq": 1, "seed": 1, "use_baseline": true, "use_reward_to_go": true, "video_log_freq": -1, "which_gpu": 0}
----------------------------------------------------------------------------------------
Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-183.85995,142.2364,27.561996,-515.0828,96.52380952380952,-142.48198,62.851467,-62.299824,-324.19498,85.5,-2.2552032470703125,6648.78076171875,2052,0.7513821125030518,-142.48198,0
-183.81218,112.877335,-24.830017,-478.82584,98.95238095238095,-147.19656,86.55566,-0.5247803,-353.31686,84.33333333333333,-2.2421398162841797,7756.3447265625,4076,1.8031420707702637,,1
-158.94617,89.67502,-33.90799,-410.0986,112.16666666666667,-201.0881,133.89488,-1.4473648,-508.3941,98.14285714285714,-2.6251790523529053,13652.7841796875,6137,2.536550283432007,,2
-167.92165,113.23549,-58.37058,-506.50363,109.05263157894737,-215.32932,130.58827,-44.779568,-482.68204,117.82352941176471,-2.1919381618499756,11467.095703125,8140,3.2926361560821533,,3
-160.14386,106.25835,4.133507,-359.79324,110.3157894736842,-177.53917,126.25897,37.98961,-420.8489,118.05882352941177,-1.787898063659668,8057.125,10147,4.067667245864868,,4
-224.36192,105.73232,-25.420956,-383.9749,250.125,-161.04578,100.45906,-24.936106,-373.08423,123.29411764705883,-1.3560364246368408,5156.6953125,12243,6.122586250305176,,5
-247.3898,104.083786,-115.75993,-507.5538,145.35714285714286,-224.97177,113.58271,-32.717144,-396.98517,124.82352941176471,-2.0002493858337402,9782.7783203125,14365,7.017553091049194,,6
-282.8737,148.64578,-59.25205,-483.91284,135.46666666666667,-255.32025,124.67867,-69.76035,-446.0393,122.76470588235294,-1.988275170326233,12235.5576171875,16452,7.859421253204346,,7
-198.90962,146.74756,-15.587059,-578.6306,149.28571428571428,-278.27487,135.94798,-28.192726,-597.8177,148.92857142857142,-1.6940832138061523,11326.9775390625,18537,8.8197181224823,,8
-194.23395,125.105675,-30.480299,-356.8991,182.83333333333334,-208.80678,89.85243,-30.899773,-366.9813,154.73333333333332,-1.174417495727539,4052.97021484375,20858,9.986154079437256,,9
-241.98613,96.991516,-81.08842,-361.31583,167.91666666666666,-197.34918,143.65025,-14.163025,-602.7509,154.92307692307693,-1.3516196012496948,7212.66064453125,22872,11.08419418334961,,10
-256.4296,108.70416,-68.63891,-420.52783,176.41666666666666,-284.072,121.127525,-41.97689,-500.36456,158.46153846153845,-1.1681857109069824,8624.0400390625,24932,12.081543207168579,,11
-237.40352,113.21914,24.765545,-375.82318,176.66666666666666,-216.62099,127.381424,22.782639,-400.45358,165.53846153846155,-1.0133086442947388,5494.99169921875,27084,13.125737190246582,,12
-150.28714,93.37819,29.3383,-291.31653,152.35714285714286,-237.48131,80.46418,-30.266785,-316.45758,191.8181818181818,-0.8485608100891113,3587.2294921875,29194,14.125917196273804,,13
-229.69914,122.674065,15.967697,-349.68536,337.8333333333333,-238.01787,130.42316,3.9463806,-456.5797,178.83333333333334,-1.0822025537490845,5536.908203125,31340,15.872934103012085,,14
-152.88547,128.54439,12.786919,-321.15384,213.0,-240.70824,180.7904,-8.970856,-653.487,174.0,-0.9219447374343872,8744.8974609375,33428,17.006511211395264,,15
-113.42355,107.07749,16.222176,-311.60858,302.75,-216.67519,116.053825,-17.682701,-351.3171,197.27272727272728,-0.4044475853443146,2742.009521484375,35598,18.96147918701172,,16
-137.03256,119.57,-0.08131218,-344.3551,185.0909090909091,-173.80972,130.58044,24.722185,-456.3867,187.0,-0.6801914572715759,4259.38037109375,37655,20.082319021224976,,17
-105.86986,107.96735,68.49577,-268.23624,328.0,-175.74872,101.78184,-21.57439,-385.4452,167.07692307692307,-0.630038857460022,2648.360107421875,39827,22.526368141174316,,18
-164.6669,119.55705,21.652191,-350.98956,269.2,-110.73477,89.805305,31.30452,-254.53748,185.8181818181818,-0.28648287057876587,2539.873046875,41871,24.84539008140564,,19
