Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
112.0,4.527693,119.0,108.0,112.0,113.333336,10.370899,134.0,100.0,113.33333333333333,22.251291275024414,66114,7.325850963592529,,61
105.0,1.8708287,108.0,103.0,105.0,104.6,7.6967525,115.0,91.0,104.6,21.120100021362305,67160,7.4347169399261475,,62
91.4,29.076452,119.0,35.0,91.4,108.2,7.277362,119.0,96.0,108.2,21.407625198364258,68242,7.5438830852508545,,63
86.4,19.865547,104.0,48.0,86.4,102.7,7.211796,114.0,93.0,102.7,20.246292114257812,69269,7.646307945251465,,64
82.0,22.351734,103.0,50.0,82.0,95.0,18.110771,108.0,40.0,95.0,20.282798767089844,70314,7.752411842346191,,65
98.2,6.493073,105.0,86.0,98.2,100.8,5.035871,108.0,93.0,100.8,18.74650001525879,71322,7.860228061676025,,66
94.0,19.026299,112.0,59.0,94.0,83.75,22.106277,102.0,29.0,83.75,16.362329483032227,72327,7.97334885597229,,67
85.2,24.571527,107.0,38.0,85.2,78.0,26.335117,107.0,30.0,78.0,15.76273250579834,73341,8.082201957702637,,68
83.0,27.509998,109.0,30.0,83.0,93.181816,19.585793,105.0,34.0,93.18181818181819,17.916397094726562,74366,8.186028003692627,,69
101.75,7.980445,109.0,89.0,101.75,86.25,23.685879,108.0,34.0,86.25,17.655778884887695,75401,8.287544012069702,,70
99.0,3.5777087,105.0,95.0,99.0,87.166664,20.432138,105.0,31.0,87.16666666666667,17.064828872680664,76447,8.421427011489868,,71
86.4,23.491276,101.0,40.0,86.4,88.083336,25.048147,103.0,29.0,88.08333333333333,18.116384506225586,77504,8.525800943374634,,72
97.4,3.1368775,102.0,93.0,97.4,89.5,23.271942,109.0,30.0,89.5,17.982046127319336,78578,8.645065069198608,,73
98.4,5.6426945,103.0,91.0,98.4,84.53846,26.187536,107.0,31.0,84.53846153846153,17.54878807067871,79677,8.765684127807617,,74
108.0,5.9581876,113.0,98.0,108.0,97.454544,16.19407,109.0,49.0,97.45454545454545,17.637760162353516,80749,8.877334117889404,,75
102.5,4.924429,109.0,96.0,102.5,100.2,5.6709785,108.0,90.0,100.2,20.064714431762695,81751,8.983940124511719,,76
102.75,5.2618914,108.0,94.0,102.75,99.09091,17.768484,114.0,46.0,99.0909090909091,19.557973861694336,82841,9.09627389907837,,77
104.75,8.642193,117.0,94.0,104.75,101.6,5.624944,114.0,93.0,101.6,18.016252517700195,83857,9.197340965270996,,78
109.75,4.968652,115.0,103.0,109.75,108.6,5.8685603,119.0,99.0,108.6,19.36797523498535,84943,9.312117099761963,,79
106.5,8.381527,119.0,96.0,106.5,104.9,6.155485,112.0,98.0,104.9,18.846948623657227,85992,9.440346956253052,,80
112.25,8.407586,120.0,99.0,112.25,112.1,6.2999997,123.0,101.0,112.1,21.770099639892578,87113,9.558846950531006,,81
111.75,5.1173725,118.0,104.0,111.75,114.666664,3.3665018,121.0,109.0,114.66666666666667,21.170352935791016,88145,9.665478944778442,,82
115.0,6.041523,122.0,109.0,115.0,114.0,5.395471,122.0,106.0,114.0,21.373149871826172,89171,9.770795106887817,,83
120.25,9.202581,133.0,107.0,120.25,117.55556,6.4997625,133.0,109.0,117.55555555555556,21.958574295043945,90229,9.87874698638916,,84
125.25,4.968652,130.0,117.0,125.25,118.888885,9.802998,135.0,106.0,118.88888888888889,21.12033462524414,91299,9.9893639087677,,85
122.5,3.905125,128.0,117.0,122.5,122.666664,6.2182527,130.0,110.0,122.66666666666667,21.694049835205078,92403,10.100438117980957,,86
128.75,4.2646804,133.0,124.0,128.75,122.888885,5.108695,135.0,117.0,122.88888888888889,23.376001358032227,93509,10.213958024978638,,87
135.33333,7.039571,143.0,126.0,135.33333333333334,125.75,6.4951906,135.0,117.0,125.75,24.725990295410156,94515,10.313547134399414,,88
141.33333,13.274872,154.0,123.0,141.33333333333334,131.5,8.5,145.0,119.0,131.5,24.02569580078125,95567,10.417180061340332,,89
143.0,5.8878407,149.0,135.0,143.0,139.375,9.655795,154.0,125.0,139.375,24.468883514404297,96682,10.534106016159058,,90
159.66667,5.436502,167.0,154.0,159.66666666666666,146.42857,13.29723,172.0,133.0,146.42857142857142,26.680477142333984,97707,10.647807121276855,,91
171.33333,26.029898,200.0,137.0,171.33333333333334,156.0,17.361698,195.0,140.0,156.0,26.27718162536621,98799,10.767261028289795,,92
187.0,9.899495,200.0,176.0,187.0,178.66667,6.4978633,188.0,168.0,178.66666666666666,29.280200958251953,99871,10.887707948684692,,93
198.33333,2.3570228,200.0,195.0,198.33333333333334,168.83333,9.7368145,180.0,150.0,168.83333333333334,28.176788330078125,100884,11.007549047470093,,94
182.33333,12.498889,200.0,173.0,182.33333333333334,186.83333,15.592911,200.0,157.0,186.83333333333334,33.40276336669922,102005,11.12599515914917,,95
183.33333,4.9216075,189.0,177.0,183.33333333333334,191.33333,14.68181,200.0,160.0,191.33333333333334,33.94013977050781,103153,11.245518207550049,,96
190.66667,11.145503,200.0,175.0,190.66666666666666,186.33333,15.018508,200.0,165.0,186.33333333333334,30.03538703918457,104271,11.381135940551758,,97
190.66667,13.1993265,200.0,172.0,190.66666666666666,179.66667,12.578642,200.0,161.0,179.66666666666666,29.087709426879883,105349,11.499439001083374,,98
179.66667,12.814922,192.0,162.0,179.66666666666666,179.16667,15.485657,200.0,156.0,179.16666666666666,31.275686264038086,106424,11.641868114471436,,99
========================================================================================

========================================================================================
Experiment: CartPole-v0_cartpole_na_sd1_20260225_144312
Logged at: 2026-02-25T14:43:25
Config: {"baseline_gradient_steps": 5, "baseline_learning_rate": 0.005, "batch_size": 1000, "discount": 1.0, "env_name": "CartPole-v0", "ep_len": null, "eval_batch_size": 400, "exp_name": "cartpole_na", "gae_lambda": null, "layer_size": 64, "learning_rate": 0.005, "n_iter": 100, "n_layers": 2, "no_gpu": false, "normalize_advantages": true, "save_dir": "/Users/sreeramranga/Documents/GitHub/cs185-hw-sp26/hw2/exp/CartPole-v0_cartpole_na_sd1_20260225_144312", "scalar_log_freq": 1, "seed": 1, "use_baseline": false, "use_reward_to_go": false, "video_log_freq": -1, "which_gpu": 0}
----------------------------------------------------------------------------------------
Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
28.866667,15.777057,80.0,15.0,28.866666666666667,23.60465,16.727833,91.0,9.0,23.6046511627907,-0.0054500531405210495,1015,0.16596007347106934,23.60465,0
47.666668,26.741562,114.0,25.0,47.666666666666664,27.405405,12.97286,55.0,11.0,27.405405405405407,-0.0033004169818013906,2029,0.5369482040405273,,1
38.272728,14.623088,63.0,12.0,38.27272727272727,37.296295,18.33397,79.0,13.0,37.2962962962963,-0.013315576128661633,3036,0.6359031200408936,,2
58.57143,41.47928,125.0,14.0,58.57142857142857,47.0,21.007246,94.0,19.0,47.0,-0.004929978400468826,4117,0.7393620014190674,,3
61.285713,30.424213,121.0,20.0,61.285714285714285,56.63158,27.943949,129.0,23.0,56.63157894736842,-0.0053320652805268764,5193,0.8431961536407471,,4
65.0,27.208193,109.0,32.0,65.0,63.0,29.862183,152.0,16.0,63.0,-0.010472657158970833,6201,0.9453310966491699,,5
85.166664,44.050793,167.0,40.0,85.16666666666667,56.833332,30.883743,159.0,13.0,56.833333333333336,-0.0020486407447606325,7224,1.0517570972442627,,6
74.666664,27.268213,109.0,38.0,74.66666666666667,69.13333,33.065323,145.0,33.0,69.13333333333334,0.006794841028749943,8261,1.1552660465240479,,7
78.333336,24.709421,108.0,30.0,78.33333333333333,70.13333,29.115555,141.0,20.0,70.13333333333334,-0.006736669223755598,9313,1.266916036605835,,8
66.71429,17.235464,98.0,42.0,66.71428571428571,83.75,48.128517,188.0,39.0,83.75,0.01114178728312254,10318,1.381908893585205,,9
123.75,47.625492,200.0,71.0,123.75,84.416664,22.994413,116.0,54.0,84.41666666666667,-0.00897901225835085,11331,1.4874701499938965,,10
84.6,18.478096,108.0,65.0,84.6,92.818184,54.189598,200.0,30.0,92.81818181818181,-0.007482317741960287,12352,1.5880401134490967,,11
90.8,30.465717,127.0,49.0,90.8,94.0,28.409346,150.0,62.0,94.0,0.008432549424469471,13386,1.6937241554260254,,12
76.666664,31.473093,144.0,46.0,76.66666666666667,86.666664,34.72111,153.0,35.0,86.66666666666667,-0.003948288504034281,14426,1.8004820346832275,,13
184.0,21.22891,200.0,154.0,184.0,102.4,34.035862,169.0,49.0,102.4,-0.010533345863223076,15450,1.9949901103973389,,14
183.66667,23.098822,200.0,151.0,183.66666666666666,133.625,48.40955,200.0,76.0,133.625,0.00882275216281414,16519,2.1082348823547363,,15
123.75,21.856064,146.0,99.0,123.75,169.0,44.083256,200.0,76.0,169.0,0.0007831208640709519,17533,2.2205281257629395,,16
166.0,25.50817,186.0,130.0,166.0,116.5,41.90048,183.0,47.0,116.5,0.003585581202059984,18698,2.3452610969543457,,17
160.66667,28.110891,200.0,136.0,160.66666666666666,145.71428,26.569124,200.0,112.0,145.71428571428572,-0.02081720158457756,19718,2.4584500789642334,,18
164.66667,11.440669,176.0,149.0,164.66666666666666,167.14285,33.15086,200.0,114.0,167.14285714285714,-0.021431028842926025,20888,2.582571029663086,,19
150.33333,35.79882,200.0,117.0,150.33333333333334,184.33333,26.132143,200.0,129.0,184.33333333333334,-0.007988208904862404,21994,2.6997323036193848,,20
168.66667,22.291006,200.0,150.0,168.66666666666666,177.0,30.84369,200.0,131.0,177.0,-0.023679880425333977,23056,2.817714214324951,,21
175.66667,34.41253,200.0,127.0,175.66666666666666,167.0,26.551836,200.0,132.0,167.0,0.0030202989000827074,24058,2.9277901649475098,,22
200.0,0.0,200.0,200.0,200.0,165.14285,22.93113,191.0,124.0,165.14285714285714,0.0004948204150423408,25214,3.0417661666870117,,23
183.0,16.872066,200.0,160.0,183.0,180.83333,22.564106,200.0,140.0,180.83333333333334,0.006995178759098053,26299,3.1566741466522217,,24
157.33333,12.710451,172.0,141.0,157.33333333333334,175.33333,30.153313,200.0,111.0,175.33333333333334,-0.022608188912272453,27351,3.262347936630249,,25
187.33333,17.913372,200.0,162.0,187.33333333333334,174.5,26.781523,200.0,133.0,174.5,-0.013589154928922653,28398,3.375091075897217,,26
200.0,0.0,200.0,200.0,200.0,175.33333,20.989414,200.0,140.0,175.33333333333334,0.014132204465568066,29450,3.4777169227600098,,27
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,30450,3.576575994491577,,28
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,31450,3.674814224243164,,29
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,32450,3.778024196624756,,30
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,33450,3.8795571327209473,,31
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,34450,3.981631278991699,,32
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,35450,4.0820300579071045,,33
200.0,0.0,200.0,200.0,200.0,197.0,6.708204,200.0,182.0,197.0,-0.011633857153356075,36632,4.192548036575317,,34
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,37632,4.291388034820557,,35
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,38632,4.39089822769165,,36
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,39632,4.4915690422058105,,37
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,40632,4.593506097793579,,38
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,41632,4.70377516746521,,39
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,42632,4.8867292404174805,,40
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,43632,4.987231969833374,,41
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,44632,5.089284181594849,,42
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,45632,5.1882851123809814,,43
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,46632,5.288457870483398,,44
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,47632,5.387662172317505,,45
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,48632,5.487008094787598,,46
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,49632,5.587216138839722,,47
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,50632,5.685909986495972,,48
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,51632,5.784841299057007,,49
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,52632,5.883063077926636,,50
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,53632,5.9836061000823975,,51
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,54632,6.0885679721832275,,52
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,55632,6.192266941070557,,53
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,56632,6.29903507232666,,54
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,57632,6.4111762046813965,,55
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,58632,6.524539232254028,,56
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,59632,6.638714075088501,,57
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,60632,6.746212005615234,,58
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,61632,6.842828989028931,,59
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,62632,6.940536022186279,,60
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,63632,7.063071250915527,,61
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,64632,7.161823987960815,,62
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,65632,7.277451038360596,,63
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,66632,7.393083095550537,,64
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,67632,7.499617099761963,,65
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,68632,7.638233184814453,,66
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,69632,7.7357611656188965,,67
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,70632,7.836860179901123,,68
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,71632,7.934831142425537,,69
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,72632,8.035605907440186,,70
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,73632,8.133763074874878,,71
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,74632,8.269647121429443,,72
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,75632,8.376713275909424,,73
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,76632,8.476014137268066,,74
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,77632,8.57595419883728,,75
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,78632,8.678874015808105,,76
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,79632,8.780215978622437,,77
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,80632,8.880918979644775,,78
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,81632,8.978764057159424,,79
196.33333,5.1854496,200.0,189.0,196.33333333333334,200.0,0.0,200.0,200.0,200.0,-0.0,82632,9.102436065673828,,80
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,83632,9.20677399635315,,81
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,84632,9.307575941085815,,82
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,85632,9.40454912185669,,83
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,86632,9.50232219696045,,84
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,87632,9.602342128753662,,85
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,88632,9.701275110244751,,86
200.0,0.0,200.0,200.0,200.0,199.66667,0.745356,200.0,198.0,199.66666666666666,-0.052309583872556686,89830,9.816676139831543,,87
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,90830,9.9166419506073,,88
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,91830,10.021937131881714,,89
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,92830,10.128348112106323,,90
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,93830,10.230550050735474,,91
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,94830,10.32958197593689,,92
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,95830,10.427971124649048,,93
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,96830,10.526755094528198,,94
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,97830,10.626633167266846,,95
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,98830,10.72519326210022,,96
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,99830,10.827702045440674,,97
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0,100830,10.935333013534546,,98
200.0,0.0,200.0,200.0,200.0,198.83333,2.6087458,200.0,193.0,198.83333333333334,-0.02027321420609951,102023,11.057417154312134,,99
========================================================================================

========================================================================================
Experiment: CartPole-v0_cartpole_rtg_na_sd1_20260225_144411
Logged at: 2026-02-25T14:44:24
Config: {"baseline_gradient_steps": 5, "baseline_learning_rate": 0.005, "batch_size": 1000, "discount": 1.0, "env_name": "CartPole-v0", "ep_len": null, "eval_batch_size": 400, "exp_name": "cartpole_rtg_na", "gae_lambda": null, "layer_size": 64, "learning_rate": 0.005, "n_iter": 100, "n_layers": 2, "no_gpu": false, "normalize_advantages": true, "save_dir": "/Users/sreeramranga/Documents/GitHub/cs185-hw-sp26/hw2/exp/CartPole-v0_cartpole_rtg_na_sd1_20260225_144411", "scalar_log_freq": 1, "seed": 1, "use_baseline": false, "use_reward_to_go": true, "video_log_freq": -1, "which_gpu": 0}
----------------------------------------------------------------------------------------
Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
37.846153,20.68759,97.0,13.0,37.84615384615385,24.731707,13.640015,76.0,11.0,24.73170731707317,-0.00686389347538352,1014,0.16179776191711426,24.731707,0
39.083332,31.87334,140.0,17.0,39.083333333333336,29.571428,17.760769,103.0,12.0,29.571428571428573,-0.003875117748975754,2049,0.5403439998626709,,1
57.285713,26.277172,103.0,20.0,57.285714285714285,36.67857,15.634334,65.0,13.0,36.67857142857143,-0.014324182644486427,3076,0.6402580738067627,,2
54.5,20.463383,95.0,24.0,54.5,40.28,14.007197,78.0,21.0,40.28,-0.01034338865429163,4083,0.7410848140716553,,3
58.75,23.450747,92.0,28.0,58.75,63.75,37.64223,164.0,25.0,63.75,1.881449861684814e-05,5103,0.8440530300140381,,4
66.14286,23.636705,115.0,39.0,66.14285714285714,64.9375,22.024046,107.0,29.0,64.9375,-0.021059833467006683,6142,0.9478130340576172,,5
73.833336,18.442854,96.0,37.0,73.83333333333333,69.333336,30.517025,139.0,31.0,69.33333333333333,0.0001853456924436614,7182,1.0501599311828613,,6
131.5,24.397745,167.0,106.0,131.5,72.92857,26.358692,113.0,27.0,72.92857142857143,-0.0037580998614430428,8203,1.1567459106445312,,7
151.0,69.29646,200.0,53.0,151.0,93.63636,44.946983,167.0,36.0,93.63636363636364,-0.0008805972756817937,9233,1.2595698833465576,,8
102.25,44.23446,173.0,55.0,102.25,103.0,40.4475,167.0,37.0,103.0,0.007266547530889511,10263,1.3632030487060547,,9
139.33333,55.463703,182.0,61.0,139.33333333333334,135.875,49.92604,200.0,55.0,135.875,-0.010994893498718739,11350,1.4680230617523193,,10
200.0,0.0,200.0,200.0,200.0,156.0,44.477924,200.0,65.0,156.0,-0.008911127224564552,12442,1.620971918106079,,11
139.33333,38.90444,193.0,102.0,139.33333333333334,131.375,27.789104,197.0,101.0,131.375,-0.0031642219983041286,13493,1.722991943359375,,12
141.66667,43.14575,200.0,97.0,141.66666666666666,149.85715,33.833324,200.0,116.0,149.85714285714286,-0.0029735947027802467,14542,1.8265769481658936,,13
133.5,11.779219,148.0,120.0,133.5,155.0,39.81744,200.0,102.0,155.0,-0.011846132576465607,15627,1.9388878345489502,,14
198.0,2.828427,200.0,194.0,198.0,149.375,33.637543,200.0,103.0,149.375,-0.0046497490257024765,16822,2.061950922012329,,15
113.5,4.5,118.0,109.0,113.5,133.125,13.742612,149.0,103.0,133.125,-0.017134731635451317,17887,2.166395902633667,,16
136.0,16.391054,150.0,113.0,136.0,132.75,31.411583,200.0,98.0,132.75,0.006385116372257471,18949,2.2682759761810303,,17
177.0,16.872066,200.0,160.0,177.0,143.28572,28.343376,190.0,100.0,143.28571428571428,0.006815099157392979,19952,2.3745510578155518,,18
200.0,0.0,200.0,200.0,200.0,175.16667,26.42232,200.0,136.0,175.16666666666666,0.02034039795398712,21003,2.474493980407715,,19
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.020754555240273476,22003,2.5710909366607666,,20
198.33333,2.3570228,200.0,195.0,198.33333333333334,193.83333,13.789086,200.0,163.0,193.83333333333334,-0.005646587815135717,23166,2.6925740242004395,,21
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.01389344222843647,24166,2.7893428802490234,,22
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.003992217127233744,25166,2.8863470554351807,,23
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.010977133177220821,26166,2.9827771186828613,,24
135.33333,19.77091,163.0,118.0,135.33333333333334,197.0,4.830459,200.0,187.0,197.0,-0.016237763687968254,27348,3.0925350189208984,,25
135.25,10.638962,149.0,123.0,135.25,144.85715,23.46078,177.0,105.0,144.85714285714286,-0.019323039799928665,28362,3.200139045715332,,26
135.75,13.497685,156.0,120.0,135.75,151.71428,20.679281,178.0,117.0,151.71428571428572,-0.02695402503013611,29424,3.3109660148620605,,27
143.33333,10.338709,157.0,132.0,143.33333333333334,130.5,16.867128,162.0,108.0,130.5,-0.016675082966685295,30468,3.4348978996276855,,28
155.66667,12.684199,173.0,143.0,155.66666666666666,141.25,16.083765,174.0,122.0,141.25,-0.033344730734825134,31598,3.5451459884643555,,29
185.0,4.082483,190.0,180.0,185.0,162.0,24.301676,199.0,135.0,162.0,-0.0080869160592556,32732,3.6613409519195557,,30
171.33333,11.556624,180.0,155.0,171.33333333333334,169.0,17.597347,200.0,145.0,169.0,-0.015511857345700264,33746,3.7661960124969482,,31
200.0,0.0,200.0,200.0,200.0,178.83333,18.577913,200.0,155.0,178.83333333333334,-0.04128275439143181,34819,3.8673110008239746,,32
191.0,7.788881,200.0,181.0,191.0,193.0,11.460075,200.0,168.0,193.0,-0.0018992287805303931,35977,3.9861409664154053,,33
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.005520253907889128,36977,4.082939863204956,,34
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.02273210883140564,37977,4.179773807525635,,35
193.0,9.899495,200.0,179.0,193.0,200.0,0.0,200.0,200.0,200.0,-0.014872057363390923,38977,4.2886199951171875,,36
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.020556002855300903,39977,4.385032892227173,,37
196.66667,4.714045,200.0,190.0,196.66666666666666,200.0,0.0,200.0,200.0,200.0,-0.020825756713747978,40977,4.494831800460815,,38
187.0,11.045361,200.0,173.0,187.0,195.66667,9.689628,200.0,174.0,195.66666666666666,-0.022325433790683746,42151,4.613590955734253,,39
174.33333,14.383633,194.0,160.0,174.33333333333334,173.33333,11.396881,187.0,151.0,173.33333333333334,-0.0174881499260664,43191,4.721343040466309,,40
154.0,15.769169,175.0,137.0,154.0,166.85715,15.207409,194.0,143.0,166.85714285714286,-0.014211992733180523,44359,4.83356785774231,,41
140.66667,20.270393,161.0,113.0,140.66666666666666,154.85715,17.091589,181.0,134.0,154.85714285714286,-0.006132553331553936,45443,4.937297821044922,,42
138.0,16.309507,151.0,115.0,138.0,146.42857,15.628337,166.0,126.0,146.42857142857142,-0.01845576800405979,46468,5.036465883255005,,43
133.33333,4.109609,138.0,128.0,133.33333333333334,136.0,9.848858,153.0,124.0,136.0,-0.020694496110081673,47556,5.139026880264282,,44
127.5,8.558621,138.0,115.0,127.5,130.875,12.56421,153.0,113.0,130.875,-0.024574771523475647,48603,5.246269941329956,,45
128.75,9.443913,138.0,113.0,128.75,135.0,13.7659,156.0,111.0,135.0,0.0017443358665332198,49683,5.355813026428223,,46
120.0,6.363961,126.0,110.0,120.0,132.875,16.936924,157.0,105.0,132.875,-0.007349873892962933,50746,5.462583065032959,,47
139.33333,2.867442,143.0,136.0,139.33333333333334,131.875,11.666593,148.0,114.0,131.875,-0.01540226861834526,51801,5.564502954483032,,48
139.66667,14.659089,160.0,126.0,139.66666666666666,133.875,16.47299,158.0,109.0,133.875,-0.02986053004860878,52872,5.666944980621338,,49
138.75,13.198011,158.0,123.0,138.75,133.5,13.892444,160.0,115.0,133.5,-0.03111507184803486,53940,5.779541015625,,50
135.66667,7.586538,146.0,128.0,135.66666666666666,138.25,7.048936,147.0,128.0,138.25,-0.006272279657423496,55046,5.883663892745972,,51
172.33333,18.116903,196.0,152.0,172.33333333333334,145.57143,26.618238,187.0,110.0,145.57142857142858,-0.03288354352116585,56065,5.989537954330444,,52
