value/v_loss,value/v_mean,value/v_max,value/v_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/actor_loss,actor/mse,step
0.0123983733355999,-0.02165273018181324,0.037573233246803284,-0.09831096231937408,0.7620278596878052,0.11269646883010864,0.21225059032440186,-0.01869765855371952,2.8321218490600586,0.4888622760772705,0
0.021094968542456627,-36.133514404296875,-4.372616291046143,-38.280120849609375,0.908803403377533,-36.84210968017578,-3.6797542572021484,-39.05397033691406,8.505167007446289,0.25374773144721985,10000
0.0867362841963768,-53.12972640991211,0.4781290292739868,-60.732791900634766,1.095240831375122,-53.789939880371094,1.0663366317749023,-61.14345932006836,32.22190475463867,0.23504182696342468,20000
0.08859969675540924,-58.523223876953125,-1.975582480430603,-73.22634887695312,0.9200568795204163,-59.07258224487305,-2.248901844024658,-73.36558532714844,39.60271453857422,0.2253667265176773,30000
0.14582335948944092,-61.36101531982422,-4.475067138671875,-79.3011474609375,1.0978683233261108,-61.50405502319336,-3.706310749053955,-79.36526489257812,56.29116439819336,0.20954863727092743,40000
0.08907965570688248,-61.52217102050781,-0.9410622715950012,-82.29739379882812,0.8761916756629944,-61.90031433105469,-1.3555865287780762,-82.36405181884766,34.03081130981445,0.2111227959394455,50000
0.15673640370368958,-61.15214538574219,0.636003851890564,-83.6363525390625,0.8425126671791077,-61.5479736328125,-0.10571348667144775,-83.76669311523438,32.30564498901367,0.19815045595169067,60000
0.13028928637504578,-61.18108367919922,0.4335038661956787,-84.16557312011719,0.9959011077880859,-61.57342529296875,-0.3600822687149048,-84.2699203491211,65.32278442382812,0.19630664587020874,70000
0.11836613714694977,-60.20274353027344,0.2737617492675781,-84.9522705078125,1.396566390991211,-60.640907287597656,-0.2697552442550659,-85.03085327148438,69.97969055175781,0.2028679996728897,80000
0.12678185105323792,-60.257896423339844,0.4277700185775757,-85.17523193359375,0.8160541653633118,-60.74299621582031,-0.09889888763427734,-85.27420806884766,38.593074798583984,0.1872899830341339,90000
